design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_testosterone_imputation_log	0.0487 (0.0499)	(rg: 0.0487; 95% CI: -0.0491 ... 0.1465)	1173302.0	0.0487	0.0499	0.097804	-0.0491 ... 0.1465	0.329	-0.049104	0.146504	1.0	0.0	0.0487	female_premenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_premenopause_unadjust_testosterone_log	0.0919 (0.0621)	(rg: 0.0919; 95% CI: -0.0298 ... 0.2136)	1173302.0	0.0919	0.0621	0.121716	-0.0298 ... 0.2136	0.139	-0.02981600000000001	0.213616	1.0	0.0	0.0919	female_premenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_unadjust_testosterone_imputation	0.0197 (0.0253)	(rg: 0.0197; 95% CI: -0.0299 ... 0.0693)	1173302.0	0.0197	0.0253	0.049588	-0.0299 ... 0.0693	0.4359	-0.029888	0.069288	1.0	0.0	0.0197	female	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_unadjust_testosterone_imputation_log	0.0181 (0.0259)	(rg: 0.0181; 95% CI: -0.0327 ... 0.0689)	1173302.0	0.0181	0.0259	0.050764	-0.0327 ... 0.0689	0.4848	-0.032664	0.068864	1.0	0.0	0.0181	female	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	female_unadjust_testosterone_log	0.0084 (0.0261)	(rg: 0.0084; 95% CI: -0.0428 ... 0.0596)	1173302.0	0.0084	0.0261	0.051156	-0.0428 ... 0.0596	0.7481	-0.042756	0.059556	1.0	0.0	0.0084	female	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_high_joint_1_testosterone_imputation_log	0.0991 (0.0445)	(rg: 0.0991; 95% CI: 0.0119 ... 0.1863)	1173302.0	0.0991	0.0445	0.08721999999999999	0.0119 ... 0.1863	0.0259	0.011880000000000002	0.18631999999999999	1.0	1.0	0.0991	male_age_high	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_high_joint_1_testosterone_log	0.0575 (0.036)	(rg: 0.0575; 95% CI: -0.0131 ... 0.1281)	1173302.0	0.0575	0.036	0.07056	-0.0131 ... 0.1281	0.1098	-0.013059999999999995	0.12806	1.0	0.0	0.0575	male_age_high	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_high_unadjust_testosterone_imputation_log	0.073 (0.0433)	(rg: 0.073; 95% CI: -0.0119 ... 0.1579)	1173302.0	0.073	0.0433	0.084868	-0.0119 ... 0.1579	0.0916	-0.011868000000000004	0.157868	1.0	0.0	0.073	male_age_high	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_high_unadjust_testosterone_log	0.0431 (0.0354)	(rg: 0.0431; 95% CI: -0.0263 ... 0.1125)	1173302.0	0.0431	0.0354	0.069384	-0.0263 ... 0.1125	0.2227	-0.026284000000000002	0.112484	1.0	0.0	0.0431	male_age_high	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_testosterone_imputation	0.0916 (0.0348)	(rg: 0.0916; 95% CI: 0.0234 ... 0.1598)	1173302.0	0.0916	0.0348	0.06820799999999999	0.0234 ... 0.1598	0.0084	0.02339200000000001	0.159808	1.0	1.0	0.0916	male_age_low	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_testosterone_imputation_log	0.1046 (0.0371)	(rg: 0.1046; 95% CI: 0.0319 ... 0.1773)	1173302.0	0.1046	0.0371	0.072716	0.0319 ... 0.1773	0.0047	0.031883999999999996	0.177316	1.0	1.0	0.1046	male_age_low	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_low_joint_1_testosterone_log	0.1058 (0.0352)	(rg: 0.1058; 95% CI: 0.0368 ... 0.1748)	1173302.0	0.1058	0.0352	0.068992	0.0368 ... 0.1748	0.0026	0.03680800000000001	0.174792	1.0	1.0	0.1058	male_age_low	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_testosterone_imputation	0.0837 (0.036)	(rg: 0.0837; 95% CI: 0.0131 ... 0.1543)	1173302.0	0.0837	0.036	0.07056	0.0131 ... 0.1543	0.0202	0.013139999999999999	0.15426	1.0	1.0	0.0837	male_age_low	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_testosterone_imputation_log	0.095 (0.037)	(rg: 0.095; 95% CI: 0.0225 ... 0.1675)	1173302.0	0.095	0.037	0.07252	0.0225 ... 0.1675	0.0102	0.02248	0.16752	1.0	1.0	0.095	male_age_low	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_low_unadjust_testosterone_log	0.0954 (0.0358)	(rg: 0.0954; 95% CI: 0.0252 ... 0.1656)	1173302.0	0.0954	0.0358	0.070168	0.0252 ... 0.1656	0.0077	0.025232000000000004	0.165568	1.0	1.0	0.0954	male_age_low	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_testosterone_imputation	0.0539 (0.0365)	(rg: 0.0539; 95% CI: -0.0176 ... 0.1254)	1173302.0	0.0539	0.0365	0.07153999999999999	-0.0176 ... 0.1254	0.1399	-0.01763999999999999	0.12544	1.0	0.0	0.0539	male_age_middle	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_testosterone_imputation_log	0.0484 (0.0411)	(rg: 0.0484; 95% CI: -0.0322 ... 0.129)	1173302.0	0.0484	0.0411	0.08055599999999999	-0.0322 ... 0.129	0.2383	-0.03215599999999999	0.128956	1.0	0.0	0.0484	male_age_middle	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_middle_joint_1_testosterone_log	0.0651 (0.0381)	(rg: 0.0651; 95% CI: -0.0096 ... 0.1398)	1173302.0	0.0651	0.0381	0.074676	-0.0096 ... 0.1398	0.0873	-0.009576000000000001	0.139776	1.0	0.0	0.0651	male_age_middle	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_middle_unadjust_testosterone_imputation_log	0.0473 (0.0399)	(rg: 0.0473; 95% CI: -0.0309 ... 0.1255)	1173302.0	0.0473	0.0399	0.078204	-0.0309 ... 0.1255	0.2353	-0.030903999999999994	0.125504	1.0	0.0	0.0473	male_age_middle	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_age_middle_unadjust_testosterone_log	0.0612 (0.0369)	(rg: 0.0612; 95% CI: -0.0111 ... 0.1335)	1173302.0	0.0612	0.0369	0.072324	-0.0111 ... 0.1335	0.0969	-0.011124000000000002	0.133524	1.0	0.0	0.0612	male_age_middle	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_joint_1_testosterone_imputation	0.0657 (0.027)	(rg: 0.0657; 95% CI: 0.0128 ... 0.1186)	1173302.0	0.0657	0.027	0.05292	0.0128 ... 0.1186	0.0149	0.012779999999999993	0.11862	1.0	1.0	0.0657	male	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_joint_1_testosterone_imputation_log	0.0826 (0.0295)	(rg: 0.0826; 95% CI: 0.0248 ... 0.1404)	1173302.0	0.0826	0.0295	0.057819999999999996	0.0248 ... 0.1404	0.0051	0.02478000000000001	0.14042	1.0	1.0	0.0826	male	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_joint_1_testosterone_log	0.072 (0.028)	(rg: 0.072; 95% CI: 0.0171 ... 0.1269)	1173302.0	0.072	0.028	0.05488	0.0171 ... 0.1269	0.01	0.017119999999999996	0.12688	1.0	1.0	0.072	male	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_unadjust_testosterone_imputation	0.06 (0.0271)	(rg: 0.06; 95% CI: 0.0069 ... 0.1131)	1173302.0	0.06	0.0271	0.053116	0.0069 ... 0.1131	0.0267	0.006884000000000001	0.113116	1.0	1.0	0.06	male	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_unadjust_testosterone_imputation_log	0.0708 (0.0296)	(rg: 0.0708; 95% CI: 0.0128 ... 0.1288)	1173302.0	0.0708	0.0296	0.058016	0.0128 ... 0.1288	0.0166	0.012784000000000004	0.12881599999999999	1.0	1.0	0.0708	male	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_all	male_unadjust_testosterone_log	0.0611 (0.0272)	(rg: 0.0611; 95% CI: 0.0078 ... 0.1144)	1173302.0	0.0611	0.0272	0.053312	0.0078 ... 0.1144	0.0247	0.007788000000000003	0.114412	1.0	1.0	0.0611	male	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_joint_1_testosterone_imputation	0.0289 (0.037)	(rg: 0.0289; 95% CI: -0.0436 ... 0.1014)	1172907.0	0.0289	0.037	0.07252	-0.0436 ... 0.1014	0.4345	-0.043620000000000006	0.10142	1.0	0.0	0.0289	female	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_joint_1_testosterone_imputation_log	0.0393 (0.0386)	(rg: 0.0393; 95% CI: -0.0364 ... 0.115)	1172907.0	0.0393	0.0386	0.075656	-0.0364 ... 0.115	0.3083	-0.036356	0.114956	1.0	0.0	0.0393	female	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_joint_1_testosterone_log	-0.0128 (0.0393)	(rg: -0.0128; 95% CI: -0.0898 ... 0.0642)	1172907.0	-0.0128	0.0393	0.077028	-0.0898 ... 0.0642	0.7456	-0.089828	0.064228	1.0	0.0	0.0128	female	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_joint_1_testosterone_imputation	0.0678 (0.0738)	(rg: 0.0678; 95% CI: -0.0768 ... 0.2124)	1172907.0	0.0678	0.0738	0.144648	-0.0768 ... 0.2124	0.3587	-0.076848	0.212448	1.0	0.0	0.0678	female_menstruation_regular	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_joint_1_testosterone_imputation_log	0.0452 (0.0764)	(rg: 0.0452; 95% CI: -0.1045 ... 0.1949)	1172907.0	0.0452	0.0764	0.149744	-0.1045 ... 0.1949	0.5547	-0.104544	0.19494399999999998	1.0	0.0	0.0452	female_menstruation_regular	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_joint_1_testosterone_log	-0.0027 (0.0842)	(rg: -0.0027; 95% CI: -0.1677 ... 0.1623)	1172907.0	-0.0027	0.0842	0.16503199999999998	-0.1677 ... 0.1623	0.9741	-0.167732	0.16233199999999998	1.0	0.0	0.0027	female_menstruation_regular	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_unadjust_testosterone_imputation	0.0718 (0.0705)	(rg: 0.0718; 95% CI: -0.0664 ... 0.21)	1172907.0	0.0718	0.0705	0.13818	-0.0664 ... 0.21	0.3089	-0.06638	0.20998	1.0	0.0	0.0718	female_menstruation_regular	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_unadjust_testosterone_imputation_log	0.0316 (0.076)	(rg: 0.0316; 95% CI: -0.1174 ... 0.1806)	1172907.0	0.0316	0.076	0.14895999999999998	-0.1174 ... 0.1806	0.6776	-0.11735999999999998	0.18056	1.0	0.0	0.0316	female_menstruation_regular	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_menstruation_regular_unadjust_testosterone_log	0.0112 (0.0837)	(rg: 0.0112; 95% CI: -0.1529 ... 0.1753)	1172907.0	0.0112	0.0837	0.164052	-0.1529 ... 0.1753	0.8939	-0.15285200000000002	0.175252	1.0	0.0	0.0112	female_menstruation_regular	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_joint_1_testosterone_imputation	0.1528 (0.0764)	(rg: 0.1528; 95% CI: 0.0031 ... 0.3025)	1172907.0	0.1528	0.0764	0.149744	0.0031 ... 0.3025	0.0454	0.003056000000000003	0.302544	1.0	1.0	0.1528	female_perimenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_joint_1_testosterone_imputation_log	0.2163 (0.0719)	(rg: 0.2163; 95% CI: 0.0754 ... 0.3572)	1172907.0	0.2163	0.0719	0.14092400000000002	0.0754 ... 0.3572	0.0026	0.07537599999999997	0.357224	1.0	1.0	0.2163	female_perimenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_joint_1_testosterone_log	0.1088 (0.1071)	(rg: 0.1088; 95% CI: -0.1011 ... 0.3187)	1172907.0	0.1088	0.1071	0.209916	-0.1011 ... 0.3187	0.3099	-0.101116	0.318716	1.0	0.0	0.1088	female_perimenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_unadjust_testosterone_imputation	0.1415 (0.0761)	(rg: 0.1415; 95% CI: -0.0077 ... 0.2907)	1172907.0	0.1415	0.0761	0.149156	-0.0077 ... 0.2907	0.0631	-0.007656000000000024	0.290656	1.0	0.0	0.1415	female_perimenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_unadjust_testosterone_imputation_log	0.2055 (0.0711)	(rg: 0.2055; 95% CI: 0.0661 ... 0.3449)	1172907.0	0.2055	0.0711	0.13935599999999998	0.0661 ... 0.3449	0.0039	0.06614400000000001	0.34485599999999994	1.0	1.0	0.2055	female_perimenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_perimenopause_unadjust_testosterone_log	0.0924 (0.1093)	(rg: 0.0924; 95% CI: -0.1218 ... 0.3066)	1172907.0	0.0924	0.1093	0.21422799999999997	-0.1218 ... 0.3066	0.398	-0.12182799999999998	0.30662799999999996	1.0	0.0	0.0924	female_perimenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_joint_1_testosterone_imputation	-0.0053 (0.0403)	(rg: -0.0053; 95% CI: -0.0843 ... 0.0737)	1172907.0	-0.0053	0.0403	0.078988	-0.0843 ... 0.0737	0.8949	-0.084288	0.073688	1.0	0.0	0.0053	female_postmenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_joint_1_testosterone_imputation_log	0.0135 (0.0398)	(rg: 0.0135; 95% CI: -0.0645 ... 0.0915)	1172907.0	0.0135	0.0398	0.07800800000000001	-0.0645 ... 0.0915	0.7349	-0.06450800000000001	0.091508	1.0	0.0	0.0135	female_postmenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_joint_1_testosterone_log	-0.0183 (0.0447)	(rg: -0.0183; 95% CI: -0.1059 ... 0.0693)	1172907.0	-0.0183	0.0447	0.087612	-0.1059 ... 0.0693	0.6821	-0.10591199999999999	0.069312	1.0	0.0	0.0183	female_postmenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_unadjust_testosterone_imputation	-0.0289 (0.0404)	(rg: -0.0289; 95% CI: -0.1081 ... 0.0503)	1172907.0	-0.0289	0.0404	0.07918399999999999	-0.1081 ... 0.0503	0.4736	-0.10808399999999999	0.050283999999999995	1.0	0.0	0.0289	female_postmenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_unadjust_testosterone_imputation_log	-0.0081 (0.0397)	(rg: -0.0081; 95% CI: -0.0859 ... 0.0697)	1172907.0	-0.0081	0.0397	0.07781199999999999	-0.0859 ... 0.0697	0.8379	-0.08591199999999999	0.069712	1.0	0.0	0.0081	female_postmenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_postmenopause_unadjust_testosterone_log	-0.0438 (0.0437)	(rg: -0.0438; 95% CI: -0.1295 ... 0.0419)	1172907.0	-0.0438	0.0437	0.085652	-0.1295 ... 0.0419	0.3165	-0.129452	0.04185200000000001	1.0	0.0	0.0438	female_postmenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_joint_1_testosterone_imputation	0.0799 (0.0788)	(rg: 0.0799; 95% CI: -0.0745 ... 0.2343)	1172907.0	0.0799	0.0788	0.15444799999999997	-0.0745 ... 0.2343	0.3103	-0.07454799999999998	0.23434799999999997	1.0	0.0	0.0799	female_premenopause	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_joint_1_testosterone_imputation_log	0.0343 (0.0787)	(rg: 0.0343; 95% CI: -0.12 ... 0.1886)	1172907.0	0.0343	0.0787	0.154252	-0.12 ... 0.1886	0.6632	-0.119952	0.188552	1.0	0.0	0.0343	female_premenopause	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_joint_1_testosterone_log	-0.0552 (0.1053)	(rg: -0.0552; 95% CI: -0.2616 ... 0.1512)	1172907.0	-0.0552	0.1053	0.20638800000000002	-0.2616 ... 0.1512	0.6003	-0.26158800000000004	0.15118800000000002	1.0	0.0	0.0552	female_premenopause	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_unadjust_testosterone_imputation	0.1106 (0.0658)	(rg: 0.1106; 95% CI: -0.0184 ... 0.2396)	1172907.0	0.1106	0.0658	0.128968	-0.0184 ... 0.2396	0.093	-0.018367999999999995	0.239568	1.0	0.0	0.1106	female_premenopause	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_unadjust_testosterone_imputation_log	0.0586 (0.0708)	(rg: 0.0586; 95% CI: -0.0802 ... 0.1974)	1172907.0	0.0586	0.0708	0.138768	-0.0802 ... 0.1974	0.4085	-0.080168	0.197368	1.0	0.0	0.0586	female_premenopause	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_premenopause_unadjust_testosterone_log	0.0083 (0.0821)	(rg: 0.0083; 95% CI: -0.1526 ... 0.1692)	1172907.0	0.0083	0.0821	0.160916	-0.1526 ... 0.1692	0.919	-0.152616	0.169216	1.0	0.0	0.0083	female_premenopause	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_unadjust_testosterone_imputation	-7.5009e-05 (0.0371)	(rg: -7.5009e-05; 95% CI: -0.0728 ... 0.0726)	1172907.0	-7.5009e-05	0.0371	0.072716	-0.0728 ... 0.0726	0.9984	-0.072791009	0.072640991	1.0	0.0	7.5009e-05	female	unadjust	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_unadjust_testosterone_imputation_log	0.0154 (0.0387)	(rg: 0.0154; 95% CI: -0.0605 ... 0.0913)	1172907.0	0.0154	0.0387	0.07585199999999999	-0.0605 ... 0.0913	0.6916	-0.06045199999999999	0.09125199999999999	1.0	0.0	0.0154	female	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	female_unadjust_testosterone_log	-0.0239 (0.039)	(rg: -0.0239; 95% CI: -0.1003 ... 0.0525)	1172907.0	-0.0239	0.039	0.07644	-0.1003 ... 0.0525	0.5399	-0.10034	0.05253999999999999	1.0	0.0	0.0239	female	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	male_age_high_joint_1_testosterone_imputation_log	0.1667 (0.0599)	(rg: 0.1667; 95% CI: 0.0493 ... 0.2841)	1172907.0	0.1667	0.0599	0.11740400000000001	0.0493 ... 0.2841	0.0054	0.04929599999999998	0.284104	1.0	1.0	0.1667	male_age_high	joint_1	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	male_age_high_joint_1_testosterone_log	0.0966 (0.0485)	(rg: 0.0966; 95% CI: 0.0015 ... 0.1917)	1172907.0	0.0966	0.0485	0.09506	0.0015 ... 0.1917	0.0463	0.0015399999999999997	0.19166	1.0	1.0	0.0966	male_age_high	joint_1	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	male_age_high_unadjust_testosterone_imputation_log	0.1622 (0.0592)	(rg: 0.1622; 95% CI: 0.0462 ... 0.2782)	1172907.0	0.1622	0.0592	0.116032	0.0462 ... 0.2782	0.0061	0.046168000000000015	0.27823200000000003	1.0	1.0	0.1622	male_age_high	unadjust	testosterone_imputation_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	male_age_high_unadjust_testosterone_log	0.0962 (0.0487)	(rg: 0.0962; 95% CI: 0.0007 ... 0.1917)	1172907.0	0.0962	0.0487	0.095452	0.0007 ... 0.1917	0.0482	0.0007479999999999987	0.191652	1.0	1.0	0.0962	male_age_high	unadjust	testosterone_log
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	male_age_low_joint_1_testosterone_imputation	0.0898 (0.0437)	(rg: 0.0898; 95% CI: 0.0041 ... 0.1755)	1172907.0	0.0898	0.0437	0.085652	0.0041 ... 0.1755	0.04	0.004147999999999999	0.175452	1.0	1.0	0.0898	male_age_low	joint_1	testosterone_imputation
primaries_against_testosterone_linear	30643251_liu_2019_alcohol_no_ukb	male_age_low_joint_1_testosterone_imputation_log	0.1169 (0.0459)	(rg: 0.1169; 95% CI: 0.0269 ... 0.2069)	1172907.0	0.1169	0.0459	0.089964	0.0269 ... 0.2069	0.011	0.026936	0.206864	1.0	1.0	0.1169	male_age_low	joint_1	testosterone_imputation_log
